"","title","avg_rating","genres","author","num_pages","price","publish_date","rating_1","rating_2","rating_3","rating_4","rating_5","review"
"1705","Fifty Shades Trilogy",4.12,"Romance, Adult Fiction, Fiction, BDSM, Erotica","E.L. James",1859,"$3.00","4/17/12",5992,7000,14414,22382,59688,21895
"1706","Holy Bible: King James Version",4.42,"Religion, Theology, Nonfiction, Spirituality, Classics, Christianity, Reference, History, Christian, Philosophy","Anonymous",1590,"$11.85","1/15/08",11620,7911,13506,16536,146759,39266
"1707","Holy Bible: New International Version",4.6,"Religion, Nonfiction, Classics, Christianity, Christian","Anonymous",1248,"$6.85","2/1/85",2100,1456,2630,4448,45321,11191
"1708","Sputnik Sweetheart",3.82,"Japan, Fiction, Cultural, Japanese Literature, Magical Realism, Asian Literature","Haruki Murakami",229,"$9.99","10/3/02",797,4990,25319,38586,21388,18216
"1709","Infidel",4.21,"Nonfiction, Autobiography, Religion, Biography, Cultural, Africa, Memoir","Ayaan Hirsi Ali",353,"$7.41","2/1/07",1333,2069,9648,24570,32470,14018
"1710","A Million Little Pieces",3.63,"Biography, Nonfiction, Autobiography, Memoir","James Frey",432,"$12.72","9/22/05",10019,19832,54257,67873,49745,40345
"1711","Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder",4,"Historical Fiction, Historical, Classics, Fiction, Literature","Evelyn Waugh",351,"$5.56","1/30/82",1744,4653,17271,30664,31459,17158
"1712","Thirteen Reasons Why",3.97,"Fiction, Young Adult, Contemporary, Realistic Fiction","Jay Asher",288,"$10.24","10/18/07",22245,47108,131685,213416,268805,136652
"1713","Out of My Mind",4.38,"Disability, Fiction, Contemporary, Young Adult, Academic, Childrens, Family, School, Realistic Fiction, Middle Grade, Juvenile","Sharon M. Draper",295,"$2.99","3/9/10",649,1815,9780,27055,48250,17510
"1714","El tí_nel",4.05,"Classics, European Literature, Spanish Literature, Fiction","Ernesto Sabato",158,"$7.79 to $13.92","1/28/03",504,1750,6778,13476,13427,7187
"1715","The Wind-Up Bird Chronicle",4.17,"Japanese Literature, Cultural, Japan, Fiction, Magical Realism, Asian Literature, Fantasy","Haruki Murakami",607,"$22.72","4/26/97",2383,7265,27925,68121,81694,37478
"1716","The Hour I First Believed",3.81,"Historical, Contemporary, Fiction, Historical Fiction","Wally Lamb",740,"$40.14","11/11/08",1232,4251,13241,19694,15186,10721
"1717","Bossypants",3.95,"Humor, Nonfiction, Autobiography, Biography, Audiobook, Memoir","Tina Fey",283,"$9.81","4/5/11",19585,37978,152269,271097,252567,146699
"1718","Rich Dad, Poor Dad",4.02,"Currency, Entrepreneurship, Nonfiction, Money, Self Help, Economics, Personal Finance, Business, Finance, Personal Development, Audiobook","Robert T. Kiyosaki",195,"$3.99","12/1/07",7288,15092,47434,83003,105460,51655
"1719","Tell the Wolves I'm Home",4.04,"Contemporary, Fiction, Young Adult, Historical Fiction, Historical","Carol Rifka Brunt",360,"$11.65","6/19/12",1854,4954,20072,44104,39986,22194
"1720","The Ersatz Elevator",4.03,"Young Adult, Childrens, Fantasy, Fiction","Lemony Snicket",259,"$4.91","2/20/01",946,4537,24829,40830,39688,22166
"1721","The Heart of Aleppo: A Story of the Syrian Civil War",4.3,"Cultural, Fiction","Ammar Habib",252,"$13.53","7/26/18",5,26,66,238,333,134
"1722","This Man Confessed",4.41,"Romance, Adult Fiction, Contemporary, BDSM, Erotica, Contemporary Romance","Jodi Ellen Malpas",501,"$16.72","7/2/13",1238,2157,7285,17208,45198,14617
"1723","We Need to Talk About Kevin",4.08,"Horror, Mystery, Contemporary, Book Club, Adult, Drama, Fiction, Crime, Psychology, Thriller, Adult Fiction","Lionel Shriver",400,"$34.88","7/3/06",4444,6768,20181,49052,57539,27597
"1724","Dead Witch Walking",4.04,"Urban Fantasy, Paranormal, Witches, Vampires, Magic, Fantasy","Kim Harrison",416,"$4.33","7/1/04",2835,5472,19604,32785,43007,20741
"1725","Hex Hall",3.96,"Paranormal, Vampires, Romance, Magic, Young Adult, Fantasy","Rachel Hawkins",323,"$5.55","3/2/10",2992,6839,26628,41665,43891,24403
"1726","Batman: The Dark Knight Returns",4.25,"Graphic Novels, Comic Book, Fiction, Dc Comics, Comics, Batman, Sequential Art, Graphic Novels Comics","Frank Miller",197,"$22.50","11/26/12",3408,5322,19345,44515,78304,30179
"1727","The Blade Itself",4.15,"Fantasy, Epic Fantasy, Fiction, High Fantasy","Joe Abercrombie",515,"$265.00","3/26/07",2205,4686,18864,52098,55400,26651
"1728","I Am Number Four",3.94,"Science Fiction, Young Adult, Fantasy","Pittacus Lore",440,"$5.60","8/3/10",7106,19202,63241,97910,106022,58696
"1729","Infinite Jest",4.3,"Fiction, Novels, Classics, Literature","David Foster Wallace",1088,"$10.41","4/26/05",2550,3029,6185,14352,39574,13138
"1730","Perdido Street Station",3.97,"Fiction, Fantasy, Science Fiction, Urban Fantasy, Steampunk","China Mií©ville",623,"$52.47","8/26/03",1650,3384,9113,18778,19416,10468
"1731","The Knife of Never Letting Go",3.97,"Science Fiction, Young Adult, Dystopia, Fantasy","Patrick Ness",479,"$75.01","5/5/08",5164,8239,23742,44426,52091,26732
"1732","The Lies of Locke Lamora",4.3,"Fiction, Adventure, Fantasy","Scott Lynch",499,"$10.66","7/27/06",3133,5652,18736,56268,92294,35217
"1733","The Gulag Archipelago 1918äóñ1956",4.22,"Nonfiction, Politics, Russia, History, Cultural, Classics","Aleksandr Solzhenitsyn",472,"$4.12","2/1/02",178,536,2393,5465,7459,3206
"1734","Grip of the Shadow Plague",4.27,"Fiction, Fantasy, Young Adult, Childrens, Middle Grade","Brandon Mull",477,"$7.25","4/21/08",1366,1905,9301,23506,37109,14637
"1735","Allegiant",3.63,"Science Fiction, Young Adult, Dystopia, Fiction","Veronica Roth",526,"$9.98","10/22/13",35962,87526,195852,213417,204824,147516
"1736","Tatiana and Alexander",4.29,"Romance, Fiction, Historical Fiction, Historical, Historical Romance","Paullina Simons",559,"$9.04","4/26/08",284,819,4059,9762,15490,6083
"1737","Alas, Babylon",4.07,"Fiction, Dystopia, Apocalyptic, Science Fiction, Post Apocalyptic, Classics","Pat Frank",323,"$4.90","7/5/05",447,1399,6468,13952,13190,7091
"1738","The Story of Edgar Sawtelle",3.61,"Fiction, Animals, Adult Fiction, Dogs","David Wroblewski",566,"$145.49","6/1/08",4346,9673,20835,28627,20576,16811
"1739","On Dublin Street",4.23,"New Adult, Erotica, Contemporary, Adult, Romance, Contemporary Romance, Adult Fiction","Samantha Young",372,"$9.95","8/31/12",2944,5718,21029,50231,76813,31347
"1740","Jonathan Strange & Mr Norrell",3.82,"Historical Fiction, Historical, Fiction, Magic, Fantasy","Susanna Clarke",1006,"$14.02","8/1/06",8832,15530,34769,54879,60713,34945
"1741","The Life and Opinions of Tristram Shandy, Gentleman",3.74,"18th Century, Literature, Classics, Fiction","Laurence Sterne",735,"$10.99","4/26/03",1075,1736,3969,4988,6051,3564
"1742","Tithe: A Modern Faerie Tale",3.73,"Fiction, Fantasy, Young Adult, Paranormal, Urban Fantasy, Fairies","Holly Black",332,"$9.96","4/26/04",2964,6141,16673,19925,20316,13204
"1743","Labyrinths:  Selected Stories and Other Writings",4.46,"Short Stories, Fiction, Fantasy, Literature, Philosophy, Magical Realism, Classics","Jorge Luis Borges",256,"$5.49","4/26/64",183,515,2258,6976,15618,5110
"1744","The Forest of Hands and Teeth",3.59,"Young Adult, Fantasy, Dystopia, Science Fiction, Zombies, Horror","Carrie Ryan",310,"$10.96","7/26/09",4996,9486,19477,22431,21445,15567
"1745","Dance Dance Dance",4.04,"Japan, Fiction, Cultural, Japanese Literature, Magical Realism, Asian Literature","Haruki Murakami",393,"$3.86","2/7/02",388,1998,11306,24567,18681,11388
"1746","Go, Dog. Go!",4.09,"Childrens, Picture Books","P.D. Eastman",72,"$49.61","3/12/61",1491,4233,14775,17465,34151,14423
"1747","The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury",4.73,"Graphic Novels, Fiction, Humor, Comics, Sequential Art","Bill Watterson",254,"$4.99","10/17/91",22,66,748,3496,15355,3937
"1748","Beyond Good and Evil",4.02,"Nonfiction, European Literature, Philosophy, German Literature, Classics","Friedrich Nietzsche",240,"$5.49","2/27/03",1002,2494,10022,18471,18897,10177
"1749","Middlemarch",3.95,"Historical Fiction, Historical, Classics, Fiction, Literature","George Eliot",904,"$20.11","4/26/04",4139,8188,24871,38887,47477,24712
"1750","Inkdeath",3.94,"Fantasy, Fiction, Young Adult","Cornelia Funke",699,"$350.00","9/28/07",1581,4306,14155,21131,23865,13008
"1751","Fifty Shades Freed",3.86,"Erotica, Adult Fiction, Adult, Romance, Fiction, BDSM","E.L. James",579,"$33.95","4/17/12",42681,60451,118931,149381,279706,130230
"1752","A Darker Shade of Magic",4.09,"Fantasy, Fiction, Magic, Young Adult","V.E. Schwab",400,"$7.99","2/24/15",1510,4709,23295,57598,50136,27450
"1753","Forsaken",4.11,"Romance, Romantic Suspense, Contemporary, Suspense, Contemporary Romance","Lisa Renee Jones",384,"$32.00","8/18/15",37,82,343,710,844,403
"1754","Night World, No. 3",4.2,"Young Adult, Vampires, Paranormal, Fantasy","L.J. Smith",732,"$12.12","4/7/09",1216,2808,10449,16146,32137,12551
"1755","Beautiful Creatures",3.76,"Young Adult, Romance, Paranormal, Fantasy","Kami Garcia",563,"$1.99","12/1/09",21846,47406,123134,144014,164260,100132
"1756","Glass Sword",3.92,"Fantasy, Dystopia, Science Fiction, Young Adult","Victoria Aveyard",444,"$2.95","2/9/16",3078,9048,31190,52351,47135,28560
"1757","The Hunger Games Trilogy Boxset",4.48,"Science Fiction Fantasy, Teen, Dystopia, Romance, Fiction, Science Fiction, Action, Young Adult, Adventure, Fantasy","Suzanne Collins",1155,"$10.00","8/24/10",1138,2771,14896,47340,107979,34825
"1758","Smaragdgrí_n",4.2,"Romance, Fantasy, Young Adult, Science Fiction, Time Travel","Kerstin Gier",482,"$79.90","12/8/10",429,1940,9142,19612,25453,11315
"1759","Living Dead in Dallas",3.98,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy","Charlaine Harris",291,"$9.66","4/1/04",1675,9176,52708,85257,70856,43934
"1760","The Bhagavad Gita",4.12,"Religion, Nonfiction, Spirituality, Classics, Poetry, Philosophy","Krishna-Dwaipayana Vyasa",160,"$5.55","4/26/03",1135,2272,8408,13344,21907,9413
"1761","Magic Strikes",4.44,"Romance, Magic, Fantasy, Paranormal, Urban Fantasy, Vampires, Paranormal Romance","Ilona Andrews",310,"$20.24","3/31/09",294,682,5793,21086,36588,12889
"1762","Breakfast at Tiffany's",3.89,"Fiction, Classics, Short Stories","Truman Capote",142,"$8.99 to $16.95","4/26/93",2444,10224,48044,75198,55481,38278
"1763","Duma Key",3.94,"Horror, Fiction","Stephen King",611,"$279.90","1/26/08",1391,5140,20413,34015,29464,18085
"1764","A Scanner Darkly",4.03,"Dystopia, Science Fiction, Fiction","Philip K. Dick",219,"$13.29","8/17/06",1041,3197,14658,29102,26407,14881
"1765","Onyx",4.31,"Paranormal, Romance, Science Fiction, Young Adult, Aliens, Fantasy","Jennifer L. Armentrout",366,"$0.01","8/14/12",1363,3773,16532,41316,69578,26512
"1766","Oedipus Rex",3.69,"Academic, School, High School, Classics, Drama, Plays, Fiction, Literature, Read For School, Young Adult, Theatre, Mythology, Fantasy","Sophocles",75,"$85.00","6/22/06",3441,13657,47039,52234,37106,30695
"1767","Of Human Bondage",4.13,"Fiction, Classics, Literature","W. Somerset Maugham",684,"$19.35","1/2/07",654,1882,7069,14969,18270,8569
"1768","Skagboys",4.06,"Contemporary, Adult, Fiction, Thriller, Dark","Irvine Welsh",548,"$10.29","4/19/12",178,396,1546,3543,3427,1818
"1769","Faefever",4.33,"Urban Fantasy, Paranormal Romance, Paranormal, Adult, Fairies, Romance, Fae, Fantasy","Karen Marie Moning",327,"$8.81","9/16/08",637,1795,10499,27998,43809,16948
"1770","Eldest",3.98,"Fiction, Young Adult, Dragons, Fantasy","Christopher Paolini",704,"$12.67","3/13/07",5910,18082,64722,107337,111484,61507
"1771","Tomorrow, When the War Began",4.05,"Young Adult, Dystopia, Science Fiction, Fiction","John Marsden",276,"$8.74","6/1/06",794,2134,8170,16636,17164,8980
"1772","2666",4.2,"Fiction, Literature, European Literature, Novels, Spanish Literature","Roberto Bolaí±o",1126,"$12.82","2/28/06",723,1326,3153,7275,13214,5138
"1773","Night World, No. 1",4.05,"Paranormal Romance, Urban Fantasy, Paranormal, Witches, Shapeshifters, Vampires, Romance, Werewolves, Young Adult, Supernatural, Fantasy","L.J. Smith",729,"$2,581.36","6/3/08",1436,3679,11897,16412,26620,12009
"1774","Batman: The Killing Joke",4.37,"Graphic Novels, Fiction, Dc Comics, Comics, Batman, Sequential Art, Graphic Novels Comics","Alan Moore",50,"$31.00","12/1/95",1174,3348,16883,44865,81971,29648
"1775","The Cat in the Hat Comes Back",3.84,"Childrens, Picture Books, Fiction","Dr. Seuss",63,"$13.99","4/26/00",566,1986,6721,6864,8423,4912
"1776","Ulysses",3.74,"European Literature, Unfinished, 20th Century, Banned Books, Irish Literature, Cultural, Classics, Fiction, Literary Fiction, Literature, Ireland, Novels","James Joyce",783,"$38.71","4/26/90",8004,9250,19716,25209,36326,19701
"1777","Equal Rites",4.02,"Fantasy, Humor, Fiction","Terry Pratchett",228,"$13.86","9/13/05",927,4048,27380,48530,40705,24318
"1778","Delirium",3.98,"Science Fiction, Young Adult, Dystopia, Romance","Lauren Oliver",441,"$7.00","2/7/12",10424,24054,76880,128903,149613,77975
"1779","Fade Out",4.2,"Young Adult, Fantasy, Paranormal, Urban Fantasy, Vampires","Rachel Caine",237,"$49.05","11/3/09",298,1129,6683,11676,17041,7365
"1780","Long Walk to Freedom",4.33,"Nonfiction, History, Autobiography, Biography, Cultural, Africa","Nelson Mandela",656,"$5.60","10/1/95",726,1156,6331,18180,29462,11171
"1781","Inkspell",3.92,"Fantasy, Fiction, Young Adult","Cornelia Funke",635,"$8.15","10/1/05",1753,5846,23142,34912,32003,19531
"1782","As I Lay Dying",3.72,"Fiction, Novels, Classics, Literature","William Faulkner",288,"$19.36","1/30/91",6882,11885,27630,39935,37108,24688
"1783","The Elegance of the Hedgehog",3.75,"Contemporary, Cultural, Fiction, Philosophy, France","Muriel Barbery",325,"$4.16","9/2/08",7033,12343,28392,44367,41255,26678
"1784","Lover Avenged",4.38,"Paranormal Romance, Paranormal, Vampires, Romance, Fantasy","J.R. Ward",527,"$9.42","4/28/09",546,1957,11470,30062,54642,19735
"1785","The Holy Bible: New American Standard Version, NASB",4.58,"Reference, Christianity, Theology, Nonfiction, Spirituality, History, Philosophy, Religion, Classics, Christian","Anonymous",953,"$24.99","1/28/95",159,114,223,415,3483,879
"1786","The Summer I Turned Pretty",3.94,"Romance, Womens Fiction, Contemporary, Young Adult, Chick Lit","Jenny Han",276,"$29.99","5/5/09",3479,9061,28094,39011,49148,25759
"1787","The Book of Mormon: Another Testament of Jesus Christ",4.37,"Religion, Nonfiction, Church, Christianity, Lds","Anonymous",531,"$5.98","4/26/13",7349,2636,2451,1898,56023,14071
"1788","The Assassin's Blade",4.45,"Fantasy, Romance, Young Adult","Sarah J. Maas",448,"$21.63","3/4/14",461,1329,8558,30409,56706,19493
"1789","Ruby Red",4.12,"Historical Fiction, Historical, Romance, Science Fiction, Young Adult, Time Travel, Fantasy","Kerstin Gier",324,"$14.99","5/10/11",1135,3499,16678,35197,38876,19077
"1790","Thus Spoke Zarathustra",4.06,"Nonfiction, European Literature, Philosophy, German Literature, Classics","Friedrich Nietzsche",327,"$10.70","3/30/78",2170,4841,16552,30253,38104,18384
"1791","Opal",4.32,"Paranormal, Romance, Science Fiction, Young Adult, Aliens, Fantasy","Jennifer L. Armentrout",394,"$0.99","12/11/12",1386,3180,13916,32920,59796,22240
"1792","Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes",4.6,"Christianity, Nonfiction, Church, Lds, Self Help, Religion, Inspirational","Gordon B. Hinckley",256,"$29.95","3/20/01",151,173,822,2702,9907,2751
"1793","We Have Always Lived in the Castle",4.02,"Mystery, Fiction, Gothic, Horror, Classics","Shirley Jackson",146,"$100.00","10/31/06",1149,3928,16024,32110,28762,16395
"1794","Finnikin of the Rock",3.92,"Romance, Magic, Fiction, Epic Fantasy, Fantasy, Young Adult, Young Adult Fantasy, Teen, Adventure, High Fantasy","Melina Marchetta",416,"$9.26","9/29/08",1812,2383,6537,11826,13997,7311
"1795","It's Kind of a Funny Story",4.13,"Contemporary, Health, Fiction, Young Adult, Mental Health","Ned Vizzini",444,"$7.98","5/1/07",2370,7315,33273,67533,80456,38189
"1796","Life As We Knew It",3.89,"Young Adult, Dystopia, Science Fiction, Fiction","Susan Beth Pfeffer",337,"$5.18","10/1/06",3267,7249,23371,36087,36103,21215
"1797","Eat, Pray, Love",3.54,"Autobiography, Nonfiction, Travel, Memoir","Elizabeth Gilbert",368,"$0.99","2/1/07",106209,160237,339237,369863,359752,267060
"1798","Daughter of Smoke & Bone",4.03,"Paranormal, Romance, Young Adult, Angels, Fantasy","Laini Taylor",422,"$99.99","9/27/11",8617,14949,47047,90940,110978,54506
"1799","A Visit from the Goon Squad",3.66,"Music, Contemporary, Fiction, Short Stories","Jennifer Egan",288,"$7.99","6/8/10",6676,16577,40790,55906,39416,31873
"1800","Entwined with You",4.19,"Romance, Adult Fiction, Contemporary, Adult, Erotica, Contemporary Romance","Sylvia Day",356,"$11.06","6/4/13",2407,7312,27087,50128,80469,33481
"1801","Fifty Shades Darker",3.85,"Erotica, Adult Fiction, Adult, Romance, Fiction, BDSM","E.L. James",532,"$33.95","9/16/11",41463,64559,125038,162095,280320,134695
"1802","Eugene Onegin",4.09,"Russia, Cultural, Classics, Russian Literature, Fiction, Literature, Poetry","Alexander Pushkin",240,"$6.45","10/22/98",696,2330,8469,14042,19320,8971
"1803","Sapiens: A Brief History of Humankind",4.45,"Nonfiction, History, Philosophy, Science, Anthropology","Yuval Noah Harari",443,"$10.35","4/26/14",2326,4484,19540,66880,142482,47142
"1804","Lips of a Mastodon",3.81,"Psychological Thriller, Drama, Thriller, Fiction","Ted Bernal Guevara",226,"$7.80","9/30/15",13,8,16,37,48,24
"1805","Uglies",3.86,"Science Fiction, Young Adult, Dystopia","Scott Westerfeld",425,"$97.78","2/8/05",17426,38756,116919,166682,173999,102756
"1806","If I Stay",3.95,"Fiction, Young Adult, Contemporary, Romance","Gayle Forman",201,"$17.10","4/2/09",15122,40568,140666,216132,235572,129612
"1807","How Green Was My Valley",4.17,"Fiction, Classics, Historical Fiction, Historical","Richard Llewellyn",448,"$3.50","6/28/01",167,483,2176,4685,5881,2678
"1808","Only the Good Spy Young",4.29,"Romance, Mystery, Young Adult, Spy Thriller, Espionage","Ally Carter",265,"$7.68","6/29/10",578,1503,7991,18239,29247,11512
"1809","Harry Potter and the Half-Blood Prince",4.56,"Fiction, Young Adult, Fantasy","J.K. Rowling",652,"$12.91","9/16/06",8415,23339,148859,514562,1382728,415581
"1810","I, Claudius",4.27,"Historical Fiction, Historical, Classics, Fiction, Literature","Robert Graves",468,"$24.99","10/23/89",508,1263,6115,16840,23200,9585
"1811","The Mysterious Benedict Society",4.15,"Mystery, Childrens, Middle Grade, Fiction, Young Adult, Adventure, Fantasy","Trenton Lee Stewart",485,"$12.63","3/7/07",1405,4285,18194,37050,47822,21751
